,epoch,loss,acc,val_loss,val_acc,time
0,0.0,0.6951617002487183,0.5003675222396851,0.6918699741363525,0.5316336154937744,2.687067985534668
1,1.0,0.6935124397277832,0.47022998332977295,0.6919964551925659,0.5316336154937744,0.3368570804595947
2,2.0,0.6933601498603821,0.5339704155921936,0.692204475402832,0.5637393593788147,0.34673237800598145
3,3.0,0.6931156516075134,0.4855612814426422,0.6923326849937439,0.4834749698638916,0.34438657760620117
4,4.0,0.693069338798523,0.5109734535217285,0.6924242973327637,0.4834749698638916,0.3464667797088623
5,5.0,0.6931396722793579,0.522944450378418,0.6925400495529175,0.5637393593788147,0.3469886779785156
6,6.0,0.6931449770927429,0.49039167165756226,0.6925921440124512,0.48819640278816223,0.3470499515533447
7,7.0,0.6929038166999817,0.5231544971466064,0.6926518082618713,0.5155807137489319,0.3456742763519287
8,8.0,0.6928680539131165,0.5032027959823608,0.6927062273025513,0.5155807137489319,0.3458847999572754
9,9.0,0.6927925944328308,0.5088732838630676,0.6927340626716614,0.5155807137489319,0.3446953296661377
10,10.0,0.6926832795143127,0.5088732838630676,0.6926836371421814,0.5155807137489319,0.34360170364379883
11,11.0,0.6927282214164734,0.5060380101203918,0.692710816860199,0.48158639669418335,0.34449052810668945
12,12.0,0.692682683467865,0.5034127831459045,0.6927101612091064,0.5155807137489319,0.3420886993408203
13,13.0,0.6925238966941833,0.518324077129364,0.6925201416015625,0.5155807137489319,0.3553504943847656
14,14.0,0.6923991441726685,0.5088732838630676,0.6924653053283691,0.5155807137489319,0.3502638339996338
15,15.0,0.6923319697380066,0.527249813079834,0.6924936771392822,0.5155807137489319,0.34532785415649414
16,16.0,0.6922993659973145,0.5175889730453491,0.6922540664672852,0.5155807137489319,0.34355807304382324
17,17.0,0.6920480728149414,0.515383780002594,0.6921420097351074,0.5155807137489319,0.3479299545288086
18,18.0,0.6918697953224182,0.5088732838630676,0.6919710040092468,0.5155807137489319,0.34161996841430664
19,19.0,0.6916690468788147,0.5088732838630676,0.6916407942771912,0.5155807137489319,0.3440835475921631
20,20.0,0.6914545893669128,0.5088732838630676,0.6914731860160828,0.5155807137489319,0.34117984771728516
21,21.0,0.6912406086921692,0.5088732838630676,0.6913228631019592,0.5155807137489319,0.3518822193145752
22,22.0,0.6909882426261902,0.5102383494377136,0.6911568641662598,0.5155807137489319,0.34545373916625977
23,23.0,0.6906893253326416,0.5055129528045654,0.6905451416969299,0.5155807137489319,0.34439778327941895
24,24.0,0.6904229521751404,0.522944450378418,0.6902690529823303,0.5155807137489319,0.3531169891357422
25,25.0,0.6897046566009521,0.5102383494377136,0.6897397041320801,0.5155807137489319,0.342085599899292
26,26.0,0.689048171043396,0.5088732838630676,0.6892204284667969,0.5155807137489319,0.34375596046447754
27,27.0,0.6884422898292542,0.5271447896957397,0.6885934472084045,0.5316336154937744,0.3458278179168701
28,28.0,0.6877151727676392,0.525464653968811,0.6877847909927368,0.5316336154937744,0.3452174663543701
29,29.0,0.6864882707595825,0.550561785697937,0.6867471933364868,0.5920680165290833,0.3429832458496094
30,30.0,0.6850696802139282,0.5729287266731262,0.685470461845398,0.5920680165290833,0.34841299057006836
31,31.0,0.6833351254463196,0.5882599949836731,0.683800458908081,0.5920680165290833,0.34487295150756836
32,32.0,0.6813672184944153,0.5722986459732056,0.6820802092552185,0.5816808342933655,0.3448209762573242
33,33.0,0.6790086030960083,0.5740838050842285,0.6801798939704895,0.6449480652809143,0.34571194648742676
34,34.0,0.6757038831710815,0.5966607332229614,0.676411509513855,0.5580736398696899,0.34213829040527344
35,35.0,0.672074019908905,0.587209939956665,0.6734641790390015,0.6251180171966553,0.3440573215484619
36,36.0,0.6685194373130798,0.6133571267127991,0.6698980331420898,0.5769593715667725,0.3430647850036621
37,37.0,0.6647603511810303,0.6287934184074402,0.6662257313728333,0.5505193471908569,0.34697484970092773
38,38.0,0.66032874584198,0.6141971945762634,0.6615029573440552,0.620396614074707,0.34451937675476074
39,39.0,0.6553909182548523,0.6431796550750732,0.6572280526161194,0.5882908701896667,0.34535884857177734
40,40.0,0.6500362753868103,0.6462249159812927,0.6514367461204529,0.643059492111206,0.34451794624328613
41,41.0,0.6441069841384888,0.658195972442627,0.6451396942138672,0.6638337969779968,0.34557628631591797
42,42.0,0.6385799646377563,0.6669116616249084,0.6390616297721863,0.6657223701477051,0.3449056148529053
43,43.0,0.6321549415588379,0.6765725016593933,0.6329065561294556,0.6572238206863403,0.3466036319732666
44,44.0,0.6257454752922058,0.6787776947021484,0.627832293510437,0.7006610035896301,0.34737396240234375
45,45.0,0.6197493672370911,0.6905387043952942,0.6220083236694336,0.7025495767593384,0.34407997131347656
46,46.0,0.6139847040176392,0.6817179322242737,0.6172093152999878,0.6968838572502136,0.347644567489624
47,47.0,0.6087862253189087,0.6835030913352966,0.6106749176979065,0.7053824067115784,0.34557604789733887
48,48.0,0.6023121476173401,0.6988344192504883,0.6047754287719727,0.6779981255531311,0.34464073181152344
49,49.0,0.5968999862670898,0.7084951996803284,0.5991151928901672,0.7271010279655457,0.34339380264282227
50,50.0,0.5918758511543274,0.7201511859893799,0.5944159626960754,0.7318224906921387,0.3528611660003662
51,51.0,0.5885568857192993,0.7114354968070984,0.5901244878768921,0.7280453443527222,0.347165584564209
52,52.0,0.5840102434158325,0.7154257893562317,0.5867017507553101,0.7233238816261292,0.34215641021728516
53,53.0,0.580549418926239,0.7210962772369385,0.584285318851471,0.6864966750144958,0.3483314514160156
54,54.0,0.577852189540863,0.7112254500389099,0.5817068815231323,0.6846081018447876,0.34636783599853516
55,55.0,0.5742774605751038,0.7305470705032349,0.5791361331939697,0.7327667474746704,0.34427762031555176
56,56.0,0.5722300410270691,0.7246665954589844,0.5744682550430298,0.7308781743049622,0.3444371223449707
57,57.0,0.5688427686691284,0.7412580251693726,0.5725675821304321,0.7308781743049622,0.3518247604370117
58,58.0,0.5669450163841248,0.7372676730155945,0.5701206922531128,0.7299339175224304,0.3414738178253174
59,59.0,0.5645159482955933,0.7408379912376404,0.5675923228263855,0.7450425028800964,0.3482646942138672
60,60.0,0.5616884827613831,0.7393678426742554,0.5657877326011658,0.7469310760498047,0.34508776664733887
61,61.0,0.5602598190307617,0.7433581948280334,0.5640066862106323,0.7337110638618469,0.3410768508911133
62,62.0,0.5574296116828918,0.7439882159233093,0.5623191595077515,0.7393767833709717,0.3461935520172119
63,63.0,0.5576973557472229,0.7422031164169312,0.5643827319145203,0.7403210401535034,0.3536832332611084
64,64.0,0.5548645257949829,0.7468234896659851,0.558973491191864,0.7403210401535034,0.3453660011291504
65,65.0,0.5520774126052856,0.7498687505722046,0.556193470954895,0.7459867596626282,0.34353184700012207
66,66.0,0.5503127574920654,0.7486086487770081,0.5569210648536682,0.7242681980133057,0.34451723098754883
67,67.0,0.5495648980140686,0.7527039647102356,0.5541765093803406,0.7308781743049622,0.3444950580596924
68,68.0,0.5513942241668701,0.7423080801963806,0.5539828538894653,0.7318224906921387,0.350250244140625
